image_name,label
"digit_8,7.png","8,7"
"digit_8,8.png","8,8"
"digit_8,9.png","8,9"
"digit_9,0.png","9,0"
"digit_9,1.png","9,1"
"digit_9,2.png","9,2"
"digit_9,3.png","9,3"
"digit_9,4.png","9,4"
"digit_9,5.png","9,5"
"digit_9,6.png","9,6"
"digit_9,7.png","9,7"
"digit_9,8.png","9,8"
"digit_9,9.png","9,9"
"digit_0,0_0_1874.png","0,0"
"digit_0,0_0_2649.png","0,0"
"digit_0,0_0_3582.png","0,0"
"digit_0,0_0_3587.png","0,0"
"digit_0,0_0_5738.png","0,0"
"digit_0,0_0_6939.png","0,0"
"digit_0,0_0_7485.png","0,0"
"digit_0,0_0_774.png","0,0"
"digit_0,0_0_8943.png","0,0"
"digit_0,0_0_9021.png","0,0"
"digit_0,1_0_1778.png","0,1"
"digit_0,1_0_1917.png","0,1"
"digit_0,1_0_3662.png","0,1"
"digit_0,1_0_3811.png","0,1"
"digit_0,1_0_446.png","0,1"
"digit_0,1_0_4742.png","0,1"
"digit_0,1_0_496.png","0,1"
"digit_0,1_0_5854.png","0,1"
"digit_0,1_0_6167.png","0,1"
"digit_0,1_0_7231.png","0,1"
"digit_0,2_0_1977.png","0,2"
"digit_0,2_0_2545.png","0,2"
"digit_0,2_0_3380.png","0,2"
"digit_0,2_0_6138.png","0,2"
"digit_0,2_0_7119.png","0,2"
"digit_0,2_0_7628.png","0,2"
"digit_0,2_0_7752.png","0,2"
"digit_0,2_0_8341.png","0,2"
"digit_0,2_0_8875.png","0,2"
"digit_0,2_0_9892.png","0,2"
"digit_0,3_0_1280.png","0,3"
"digit_0,3_0_1908.png","0,3"
"digit_0,3_0_3175.png","0,3"
"digit_0,3_0_3186.png","0,3"
"digit_0,3_0_5331.png","0,3"
"digit_0,3_0_6096.png","0,3"
"digit_0,3_0_9276.png","0,3"
"digit_0,3_0_9387.png","0,3"
"digit_0,3_0_9732.png","0,3"
"digit_0,3_0_9849.png","0,3"
"digit_0,4_0_2290.png","0,4"
"digit_0,4_0_3622.png","0,4"
"digit_0,4_0_4543.png","0,4"
"digit_0,4_0_4984.png","0,4"
"digit_0,4_0_6424.png","0,4"
"digit_0,4_0_6802.png","0,4"
"digit_0,4_0_7522.png","0,4"
"digit_0,4_0_8188.png","0,4"
"digit_0,4_0_8282.png","0,4"
"digit_0,4_0_8349.png","0,4"
"digit_0,5_0_1407.png","0,5"
"digit_0,5_0_2978.png","0,5"
"digit_0,5_0_3126.png","0,5"
"digit_0,5_0_5760.png","0,5"
"digit_0,5_0_6060.png","0,5"
"digit_0,5_0_6631.png","0,5"
"digit_0,5_0_7830.png","0,5"
"digit_0,5_0_8934.png","0,5"
"digit_0,5_0_959.png","0,5"
"digit_0,5_0_9736.png","0,5"
"digit_0,6_0_1591.png","0,6"
"digit_0,6_0_2015.png","0,6"
"digit_0,6_0_2657.png","0,6"
"digit_0,6_0_3100.png","0,6"
"digit_0,6_0_4325.png","0,6"
"digit_0,6_0_5293.png","0,6"
"digit_0,6_0_6271.png","0,6"
"digit_0,6_0_8228.png","0,6"
"digit_0,6_0_8786.png","0,6"
"digit_0,6_0_8869.png","0,6"
"digit_0,7_0_1611.png","0,7"
"digit_0,7_0_3027.png","0,7"
"digit_0,7_0_3103.png","0,7"
"digit_0,7_0_3569.png","0,7"
"digit_0,7_0_3804.png","0,7"
"digit_0,7_0_6261.png","0,7"
"digit_0,7_0_8202.png","0,7"
"digit_0,7_0_848.png","0,7"
"digit_0,7_0_8995.png","0,7"
"digit_0,7_0_9037.png","0,7"
"digit_0,8_0_2443.png","0,8"
"digit_0,8_0_3262.png","0,8"
"digit_0,8_0_4543.png","0,8"
"digit_0,8_0_6094.png","0,8"
"digit_0,8_0_6364.png","0,8"
"digit_0,8_0_6951.png","0,8"
"digit_0,8_0_809.png","0,8"
"digit_0,8_0_8106.png","0,8"
"digit_0,8_0_8808.png","0,8"
"digit_0,8_0_8833.png","0,8"
"digit_0,9_0_1587.png","0,9"
"digit_0,9_0_1613.png","0,9"
"digit_0,9_0_5187.png","0,9"
"digit_0,9_0_5606.png","0,9"
"digit_0,9_0_5787.png","0,9"
"digit_0,9_0_7090.png","0,9"
"digit_0,9_0_7570.png","0,9"
"digit_0,9_0_8221.png","0,9"
"digit_0,9_0_841.png","0,9"
"digit_0,9_0_9944.png","0,9"
"digit_1,0_0_1534.png","1,0"
"digit_1,0_0_2282.png","1,0"
"digit_1,0_0_2342.png","1,0"
"digit_1,0_0_4232.png","1,0"
"digit_1,0_0_4712.png","1,0"
"digit_1,0_0_4844.png","1,0"
"digit_1,0_0_5667.png","1,0"
"digit_1,0_0_6489.png","1,0"
"digit_1,0_0_9124.png","1,0"
"digit_1,0_0_9530.png","1,0"
"digit_1,1_0_1264.png","1,1"
"digit_1,1_0_1522.png","1,1"
"digit_1,1_0_284.png","1,1"
"digit_1,1_0_3538.png","1,1"
"digit_1,1_0_4412.png","1,1"
"digit_1,1_0_5327.png","1,1"
"digit_1,1_0_5646.png","1,1"
"digit_1,1_0_8333.png","1,1"
"digit_1,1_0_9844.png","1,1"
"digit_1,1_0_9889.png","1,1"
"digit_1,2_0_1257.png","1,2"
"digit_1,2_0_406.png","1,2"
"digit_1,2_0_4775.png","1,2"
"digit_1,2_0_4884.png","1,2"
"digit_1,2_0_6277.png","1,2"
"digit_1,2_0_7654.png","1,2"
"digit_1,2_0_8481.png","1,2"
"digit_1,2_0_8825.png","1,2"
"digit_1,2_0_9053.png","1,2"
"digit_1,2_0_9978.png","1,2"
"digit_1,3_0_1.png","1,3"
"digit_1,3_0_1163.png","1,3"
"digit_1,3_0_3044.png","1,3"
"digit_1,3_0_3815.png","1,3"
"digit_1,3_0_3884.png","1,3"
"digit_1,3_0_4481.png","1,3"
"digit_1,3_0_6417.png","1,3"
"digit_1,3_0_7185.png","1,3"
"digit_1,3_0_8510.png","1,3"
"digit_1,3_0_8643.png","1,3"
"digit_1,4_0_1884.png","1,4"
"digit_1,4_0_2155.png","1,4"
"digit_1,4_0_2460.png","1,4"
"digit_1,4_0_3572.png","1,4"
"digit_1,4_0_4032.png","1,4"
"digit_1,4_0_4039.png","1,4"
"digit_1,4_0_5033.png","1,4"
"digit_1,4_0_52.png","1,4"
"digit_1,4_0_7046.png","1,4"
"digit_1,4_0_8615.png","1,4"
"digit_1,5_0_1217.png","1,5"
"digit_1,5_0_1931.png","1,5"
"digit_1,5_0_2464.png","1,5"
"digit_1,5_0_342.png","1,5"
"digit_1,5_0_3444.png","1,5"
"digit_1,5_0_4825.png","1,5"
"digit_1,5_0_5003.png","1,5"
"digit_1,5_0_6125.png","1,5"
"digit_1,5_0_7159.png","1,5"
"digit_1,5_0_8052.png","1,5"
"digit_1,6_0_1255.png","1,6"
"digit_1,6_0_1431.png","1,6"
"digit_1,6_0_2235.png","1,6"
"digit_1,6_0_2692.png","1,6"
"digit_1,6_0_3568.png","1,6"
"digit_1,6_0_3653.png","1,6"
"digit_1,6_0_4224.png","1,6"
"digit_1,6_0_5406.png","1,6"
"digit_1,6_0_6151.png","1,6"
"digit_1,6_0_6238.png","1,6"
"digit_1,7_0_1694.png","1,7"
"digit_1,7_0_1804.png","1,7"
"digit_1,7_0_2939.png","1,7"
"digit_1,7_0_3179.png","1,7"
"digit_1,7_0_3707.png","1,7"
"digit_1,7_0_3712.png","1,7"
"digit_1,7_0_4731.png","1,7"
"digit_1,7_0_6505.png","1,7"
"digit_1,7_0_8099.png","1,7"
"digit_1,7_0_9371.png","1,7"
"digit_1,8_0_1088.png","1,8"
"digit_1,8_0_1756.png","1,8"
"digit_1,8_0_2206.png","1,8"
"digit_1,8_0_3438.png","1,8"
"digit_1,8_0_4135.png","1,8"
"digit_1,8_0_5033.png","1,8"
"digit_1,8_0_5611.png","1,8"
"digit_1,8_0_782.png","1,8"
"digit_1,8_0_8932.png","1,8"
"digit_1,8_0_9164.png","1,8"
"digit_1,9_0_1319.png","1,9"
"digit_1,9_0_2524.png","1,9"
"digit_1,9_0_3406.png","1,9"
"digit_1,9_0_3903.png","1,9"
"digit_1,9_0_4026.png","1,9"
"digit_1,9_0_5356.png","1,9"
"digit_1,9_0_7647.png","1,9"
"digit_1,9_0_7986.png","1,9"
"digit_1,9_0_8910.png","1,9"
"digit_1,9_0_9428.png","1,9"
digit_10_0_1671.png,10
digit_10_0_2710.png,10
digit_10_0_2813.png,10
digit_10_0_3872.png,10
digit_10_0_4881.png,10
digit_10_0_6675.png,10
digit_10_0_7846.png,10
digit_10_0_9167.png,10
digit_10_0_9815.png,10
digit_10_0_9840.png,10
"digit_2,0_0_1865.png","2,0"
"digit_2,0_0_2040.png","2,0"
"digit_2,0_0_2228.png","2,0"
"digit_2,0_0_3803.png","2,0"
"digit_2,0_0_3934.png","2,0"
"digit_2,0_0_4283.png","2,0"
"digit_2,0_0_6496.png","2,0"
"digit_2,0_0_7011.png","2,0"
"digit_2,0_0_7015.png","2,0"
"digit_2,0_0_8970.png","2,0"
"digit_2,1_0_1202.png","2,1"
"digit_2,1_0_1861.png","2,1"
"digit_2,1_0_3128.png","2,1"
"digit_2,1_0_4286.png","2,1"
"digit_2,1_0_5986.png","2,1"
"digit_2,1_0_6138.png","2,1"
"digit_2,1_0_8314.png","2,1"
"digit_2,1_0_9192.png","2,1"
"digit_2,1_0_9220.png","2,1"
"digit_2,1_0_9550.png","2,1"
"digit_2,2_0_3039.png","2,2"
"digit_2,2_0_3584.png","2,2"
"digit_2,2_0_4253.png","2,2"
"digit_2,2_0_4578.png","2,2"
"digit_2,2_0_4997.png","2,2"
"digit_2,2_0_5667.png","2,2"
"digit_2,2_0_6071.png","2,2"
"digit_2,2_0_6971.png","2,2"
"digit_2,2_0_7163.png","2,2"
"digit_2,2_0_9898.png","2,2"
"digit_2,3_0_1907.png","2,3"
"digit_2,3_0_2598.png","2,3"
"digit_2,3_0_3463.png","2,3"
"digit_2,3_0_374.png","2,3"
"digit_2,3_0_4497.png","2,3"
"digit_2,3_0_5204.png","2,3"
"digit_2,3_0_5799.png","2,3"
"digit_2,3_0_6572.png","2,3"
"digit_2,3_0_6834.png","2,3"
"digit_2,3_0_9570.png","2,3"
"digit_2,4_0_1064.png","2,4"
"digit_2,4_0_4090.png","2,4"
"digit_2,4_0_588.png","2,4"
"digit_2,4_0_7087.png","2,4"
"digit_2,4_0_7831.png","2,4"
"digit_2,4_0_8082.png","2,4"
"digit_2,4_0_8128.png","2,4"
"digit_2,4_0_8714.png","2,4"
"digit_2,4_0_8940.png","2,4"
"digit_2,4_0_9389.png","2,4"
"digit_2,5_0_1487.png","2,5"
"digit_2,5_0_1584.png","2,5"
"digit_2,5_0_3871.png","2,5"
"digit_2,5_0_4200.png","2,5"
"digit_2,5_0_4235.png","2,5"
"digit_2,5_0_6216.png","2,5"
"digit_2,5_0_7111.png","2,5"
"digit_2,5_0_8225.png","2,5"
"digit_2,5_0_8272.png","2,5"
"digit_2,5_0_834.png","2,5"
"digit_2,6_0_1468.png","2,6"
"digit_2,6_0_1489.png","2,6"
"digit_2,6_0_2742.png","2,6"
"digit_2,6_0_3702.png","2,6"
"digit_2,6_0_4951.png","2,6"
"digit_2,6_0_6675.png","2,6"
"digit_2,6_0_8047.png","2,6"
"digit_2,6_0_8462.png","2,6"
"digit_2,6_0_9321.png","2,6"
"digit_2,6_0_9525.png","2,6"
"digit_2,7_0_1529.png","2,7"
"digit_2,7_0_1587.png","2,7"
"digit_2,7_0_292.png","2,7"
"digit_2,7_0_327.png","2,7"
"digit_2,7_0_3849.png","2,7"
"digit_2,7_0_5543.png","2,7"
"digit_2,7_0_6113.png","2,7"
"digit_2,7_0_6230.png","2,7"
"digit_2,7_0_9122.png","2,7"
"digit_2,7_0_9890.png","2,7"
"digit_2,8_0_2025.png","2,8"
"digit_2,8_0_2148.png","2,8"
"digit_2,8_0_3701.png","2,8"
"digit_2,8_0_4268.png","2,8"
"digit_2,8_0_5685.png","2,8"
"digit_2,8_0_6518.png","2,8"
"digit_2,8_0_6685.png","2,8"
"digit_2,8_0_7800.png","2,8"
"digit_2,8_0_8178.png","2,8"
"digit_2,8_0_9449.png","2,8"
"digit_2,9_0_1932.png","2,9"
"digit_2,9_0_2495.png","2,9"
"digit_2,9_0_4370.png","2,9"
"digit_2,9_0_45.png","2,9"
"digit_2,9_0_5032.png","2,9"
"digit_2,9_0_5143.png","2,9"
"digit_2,9_0_6050.png","2,9"
"digit_2,9_0_6223.png","2,9"
"digit_2,9_0_7101.png","2,9"
"digit_2,9_0_8982.png","2,9"
"digit_3,0_0_1283.png","3,0"
"digit_3,0_0_1924.png","3,0"
"digit_3,0_0_3148.png","3,0"
"digit_3,0_0_3904.png","3,0"
"digit_3,0_0_5178.png","3,0"
"digit_3,0_0_5242.png","3,0"
"digit_3,0_0_552.png","3,0"
"digit_3,0_0_7141.png","3,0"
"digit_3,0_0_7760.png","3,0"
"digit_3,0_0_8184.png","3,0"
"digit_3,1_0_3402.png","3,1"
"digit_3,1_0_4350.png","3,1"
"digit_3,1_0_4559.png","3,1"
"digit_3,1_0_5631.png","3,1"
"digit_3,1_0_7673.png","3,1"
"digit_3,1_0_7764.png","3,1"
"digit_3,1_0_7862.png","3,1"
"digit_3,1_0_855.png","3,1"
"digit_3,1_0_87.png","3,1"
"digit_3,1_0_9732.png","3,1"
"digit_3,2_0_1502.png","3,2"
"digit_3,2_0_1614.png","3,2"
"digit_3,2_0_2297.png","3,2"
"digit_3,2_0_2782.png","3,2"
"digit_3,2_0_4285.png","3,2"
"digit_3,2_0_4617.png","3,2"
"digit_3,2_0_5166.png","3,2"
"digit_3,2_0_5425.png","3,2"
"digit_3,2_0_8688.png","3,2"
"digit_3,2_0_9094.png","3,2"
"digit_3,3_0_2661.png","3,3"
"digit_3,3_0_3211.png","3,3"
"digit_3,3_0_3468.png","3,3"
"digit_3,3_0_4295.png","3,3"
"digit_3,3_0_5409.png","3,3"
"digit_3,3_0_5794.png","3,3"
"digit_3,3_0_6460.png","3,3"
"digit_3,3_0_6642.png","3,3"
"digit_3,3_0_848.png","3,3"
"digit_3,3_0_8620.png","3,3"
"digit_3,4_0_1504.png","3,4"
"digit_3,4_0_1566.png","3,4"
"digit_3,4_0_1574.png","3,4"
"digit_3,4_0_2407.png","3,4"
"digit_3,4_0_2537.png","3,4"
"digit_3,4_0_409.png","3,4"
"digit_3,4_0_8364.png","3,4"
"digit_3,4_0_8653.png","3,4"
"digit_3,4_0_932.png","3,4"
"digit_3,4_0_9711.png","3,4"
"digit_3,5_0_2983.png","3,5"
"digit_3,5_0_365.png","3,5"
"digit_3,5_0_4555.png","3,5"
"digit_3,5_0_4698.png","3,5"
"digit_3,5_0_6080.png","3,5"
"digit_3,5_0_8526.png","3,5"
"digit_3,5_0_8720.png","3,5"
"digit_3,5_0_8982.png","3,5"
"digit_3,5_0_9531.png","3,5"
"digit_3,5_0_9875.png","3,5"
"digit_3,6_0_1199.png","3,6"
"digit_3,6_0_1503.png","3,6"
"digit_3,6_0_2591.png","3,6"
"digit_3,6_0_3046.png","3,6"
"digit_3,6_0_3309.png","3,6"
"digit_3,6_0_5060.png","3,6"
"digit_3,6_0_5191.png","3,6"
"digit_3,6_0_6882.png","3,6"
"digit_3,6_0_8200.png","3,6"
"digit_3,6_0_9287.png","3,6"
"digit_3,7_0_2556.png","3,7"
"digit_3,7_0_263.png","3,7"
"digit_3,7_0_3956.png","3,7"
"digit_3,7_0_4762.png","3,7"
"digit_3,7_0_5491.png","3,7"
"digit_3,7_0_5884.png","3,7"
"digit_3,7_0_6112.png","3,7"
"digit_3,7_0_6431.png","3,7"
"digit_3,7_0_6723.png","3,7"
"digit_3,7_0_6924.png","3,7"
"digit_3,8_0_1980.png","3,8"
"digit_3,8_0_3423.png","3,8"
"digit_3,8_0_367.png","3,8"
"digit_3,8_0_3725.png","3,8"
"digit_3,8_0_4201.png","3,8"
"digit_3,8_0_5176.png","3,8"
"digit_3,8_0_664.png","3,8"
"digit_3,8_0_7469.png","3,8"
"digit_3,8_0_8909.png","3,8"
"digit_3,8_0_9197.png","3,8"
"digit_3,9_0_1079.png","3,9"
"digit_3,9_0_1099.png","3,9"
"digit_3,9_0_165.png","3,9"
"digit_3,9_0_1890.png","3,9"
"digit_3,9_0_2550.png","3,9"
"digit_3,9_0_3439.png","3,9"
"digit_3,9_0_372.png","3,9"
"digit_3,9_0_6518.png","3,9"
"digit_3,9_0_8589.png","3,9"
"digit_3,9_0_9321.png","3,9"
"digit_4,0_0_2799.png","4,0"
"digit_4,0_0_3237.png","4,0"
"digit_4,0_0_4156.png","4,0"
"digit_4,0_0_4450.png","4,0"
"digit_4,0_0_486.png","4,0"
"digit_4,0_0_526.png","4,0"
"digit_4,0_0_57.png","4,0"
"digit_4,0_0_7588.png","4,0"
"digit_4,0_0_9433.png","4,0"
"digit_4,0_0_9867.png","4,0"
"digit_4,1_0_1567.png","4,1"
"digit_4,1_0_3418.png","4,1"
"digit_4,1_0_3579.png","4,1"
"digit_4,1_0_3763.png","4,1"
"digit_4,1_0_3795.png","4,1"
"digit_4,1_0_7921.png","4,1"
"digit_4,1_0_8848.png","4,1"
"digit_4,1_0_9020.png","4,1"
"digit_4,1_0_905.png","4,1"
"digit_4,1_0_9288.png","4,1"
"digit_4,2_0_1753.png","4,2"
"digit_4,2_0_3269.png","4,2"
"digit_4,2_0_3767.png","4,2"
"digit_4,2_0_408.png","4,2"
"digit_4,2_0_4273.png","4,2"
"digit_4,2_0_5163.png","4,2"
"digit_4,2_0_652.png","4,2"
"digit_4,2_0_8170.png","4,2"
"digit_4,2_0_8343.png","4,2"
"digit_4,2_0_9710.png","4,2"
"digit_4,3_0_216.png","4,3"
"digit_4,3_0_2263.png","4,3"
"digit_4,3_0_4124.png","4,3"
"digit_4,3_0_4248.png","4,3"
"digit_4,3_0_4466.png","4,3"
"digit_4,3_0_5829.png","4,3"
"digit_4,3_0_6584.png","4,3"
"digit_4,3_0_8779.png","4,3"
"digit_4,3_0_9143.png","4,3"
"digit_4,3_0_9415.png","4,3"
"digit_4,4_0_1587.png","4,4"
"digit_4,4_0_4593.png","4,4"
"digit_4,4_0_5277.png","4,4"
"digit_4,4_0_528.png","4,4"
"digit_4,4_0_5501.png","4,4"
"digit_4,4_0_6458.png","4,4"
"digit_4,4_0_6525.png","4,4"
"digit_4,4_0_732.png","4,4"
"digit_4,4_0_7661.png","4,4"
"digit_4,4_0_9230.png","4,4"
"digit_4,5_0_1222.png","4,5"
"digit_4,5_0_1588.png","4,5"
"digit_4,5_0_3461.png","4,5"
"digit_4,5_0_3496.png","4,5"
"digit_4,5_0_432.png","4,5"
"digit_4,5_0_4924.png","4,5"
"digit_4,5_0_5532.png","4,5"
"digit_4,5_0_5809.png","4,5"
"digit_4,5_0_7421.png","4,5"
"digit_4,5_0_8.png","4,5"
"digit_4,6_0_166.png","4,6"
"digit_4,6_0_4000.png","4,6"
"digit_4,6_0_4776.png","4,6"
"digit_4,6_0_5565.png","4,6"
"digit_4,6_0_5941.png","4,6"
"digit_4,6_0_696.png","4,6"
"digit_4,6_0_8119.png","4,6"
"digit_4,6_0_8215.png","4,6"
"digit_4,6_0_9458.png","4,6"
"digit_4,6_0_9554.png","4,6"
"digit_4,7_0_1008.png","4,7"
"digit_4,7_0_1798.png","4,7"
"digit_4,7_0_1943.png","4,7"
"digit_4,7_0_4988.png","4,7"
"digit_4,7_0_6702.png","4,7"
"digit_4,7_0_7415.png","4,7"
"digit_4,7_0_7654.png","4,7"
"digit_4,7_0_8661.png","4,7"
"digit_4,7_0_8785.png","4,7"
"digit_4,7_0_9966.png","4,7"
"digit_4,8_0_1743.png","4,8"
"digit_4,8_0_3809.png","4,8"
"digit_4,8_0_4653.png","4,8"
"digit_4,8_0_5459.png","4,8"
"digit_4,8_0_5786.png","4,8"
"digit_4,8_0_6334.png","4,8"
"digit_4,8_0_7036.png","4,8"
"digit_4,8_0_7984.png","4,8"
"digit_4,8_0_8337.png","4,8"
"digit_4,8_0_9632.png","4,8"
"digit_4,9_0_1834.png","4,9"
"digit_4,9_0_255.png","4,9"
"digit_4,9_0_2838.png","4,9"
"digit_4,9_0_3645.png","4,9"
"digit_4,9_0_3714.png","4,9"
"digit_4,9_0_3930.png","4,9"
"digit_4,9_0_4353.png","4,9"
"digit_4,9_0_4642.png","4,9"
"digit_4,9_0_6409.png","4,9"
"digit_4,9_0_7540.png","4,9"
"digit_5,0_0_1928.png","5,0"
"digit_5,0_0_2508.png","5,0"
"digit_5,0_0_2869.png","5,0"
"digit_5,0_0_3228.png","5,0"
"digit_5,0_0_3305.png","5,0"
"digit_5,0_0_5061.png","5,0"
"digit_5,0_0_6842.png","5,0"
"digit_5,0_0_8358.png","5,0"
"digit_5,0_0_841.png","5,0"
"digit_5,0_0_9997.png","5,0"
"digit_5,1_0_2164.png","5,1"
"digit_5,1_0_2938.png","5,1"
"digit_5,1_0_5128.png","5,1"
"digit_5,1_0_6013.png","5,1"
"digit_5,1_0_742.png","5,1"
"digit_5,1_0_7533.png","5,1"
"digit_5,1_0_7550.png","5,1"
"digit_5,1_0_8230.png","5,1"
"digit_5,1_0_8330.png","5,1"
"digit_5,1_0_8947.png","5,1"
"digit_5,2_0_3786.png","5,2"
"digit_5,2_0_401.png","5,2"
"digit_5,2_0_5811.png","5,2"
"digit_5,2_0_6114.png","5,2"
"digit_5,2_0_7572.png","5,2"
"digit_5,2_0_8315.png","5,2"
"digit_5,2_0_8590.png","5,2"
"digit_5,2_0_8975.png","5,2"
"digit_5,2_0_9856.png","5,2"
"digit_5,2_0_996.png","5,2"
"digit_5,3_0_1341.png","5,3"
"digit_5,3_0_1568.png","5,3"
"digit_5,3_0_2970.png","5,3"
"digit_5,3_0_4408.png","5,3"
"digit_5,3_0_5026.png","5,3"
"digit_5,3_0_5362.png","5,3"
"digit_5,3_0_6538.png","5,3"
"digit_5,3_0_8099.png","5,3"
"digit_5,3_0_8368.png","5,3"
"digit_5,3_0_9865.png","5,3"
"digit_5,4_0_1425.png","5,4"
"digit_5,4_0_1979.png","5,4"
"digit_5,4_0_2.png","5,4"
"digit_5,4_0_2157.png","5,4"
"digit_5,4_0_4174.png","5,4"
"digit_5,4_0_5422.png","5,4"
"digit_5,4_0_5787.png","5,4"
"digit_5,4_0_686.png","5,4"
"digit_5,4_0_7289.png","5,4"
"digit_5,4_0_7698.png","5,4"
"digit_5,5_0_1393.png","5,5"
"digit_5,5_0_1437.png","5,5"
"digit_5,5_0_259.png","5,5"
"digit_5,5_0_366.png","5,5"
"digit_5,5_0_5809.png","5,5"
"digit_5,5_0_6237.png","5,5"
"digit_5,5_0_7266.png","5,5"
"digit_5,5_0_8085.png","5,5"
"digit_5,5_0_8532.png","5,5"
"digit_5,5_0_8987.png","5,5"
"digit_5,6_0_1011.png","5,6"
"digit_5,6_0_1064.png","5,6"
"digit_5,6_0_1364.png","5,6"
"digit_5,6_0_1438.png","5,6"
"digit_5,6_0_3303.png","5,6"
"digit_5,6_0_4574.png","5,6"
"digit_5,6_0_5904.png","5,6"
"digit_5,6_0_7046.png","5,6"
"digit_5,6_0_8666.png","5,6"
"digit_5,6_0_8765.png","5,6"
"digit_5,7_0_1268.png","5,7"
"digit_5,7_0_1358.png","5,7"
"digit_5,7_0_2233.png","5,7"
"digit_5,7_0_3808.png","5,7"
"digit_5,7_0_4770.png","5,7"
"digit_5,7_0_4847.png","5,7"
"digit_5,7_0_5254.png","5,7"
"digit_5,7_0_5359.png","5,7"
"digit_5,7_0_7142.png","5,7"
"digit_5,7_0_7974.png","5,7"
"digit_5,8_0_123.png","5,8"
"digit_5,8_0_1434.png","5,8"
"digit_5,8_0_2128.png","5,8"
"digit_5,8_0_3017.png","5,8"
"digit_5,8_0_4860.png","5,8"
"digit_5,8_0_6102.png","5,8"
"digit_5,8_0_8092.png","5,8"
"digit_5,8_0_9410.png","5,8"
"digit_5,8_0_9891.png","5,8"
"digit_5,8_0_9947.png","5,8"
"digit_5,9_0_1844.png","5,9"
"digit_5,9_0_3628.png","5,9"
"digit_5,9_0_4417.png","5,9"
"digit_5,9_0_4480.png","5,9"
"digit_5,9_0_537.png","5,9"
"digit_5,9_0_6135.png","5,9"
"digit_5,9_0_666.png","5,9"
"digit_5,9_0_8987.png","5,9"
"digit_5,9_0_9306.png","5,9"
"digit_5,9_0_9473.png","5,9"
"digit_6,0_0_1148.png","6,0"
"digit_6,0_0_1515.png","6,0"
"digit_6,0_0_1781.png","6,0"
"digit_6,0_0_2302.png","6,0"
"digit_6,0_0_3249.png","6,0"
"digit_6,0_0_6017.png","6,0"
"digit_6,0_0_6878.png","6,0"
"digit_6,0_0_7729.png","6,0"
"digit_6,0_0_8744.png","6,0"
"digit_6,0_0_9046.png","6,0"
"digit_6,1_0_1179.png","6,1"
"digit_6,1_0_1397.png","6,1"
"digit_6,1_0_1676.png","6,1"
"digit_6,1_0_2412.png","6,1"
"digit_6,1_0_2620.png","6,1"
"digit_6,1_0_4238.png","6,1"
"digit_6,1_0_4776.png","6,1"
"digit_6,1_0_5417.png","6,1"
"digit_6,1_0_5862.png","6,1"
